#{"t_start": 1573926760.083233, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-514.539386,96,0.107475
-733.740846,118,0.211203
-453.290064,103,0.293224
-465.915857,68,0.351639
-144.736285,67,0.404513
-367.24016,81,0.472643
-320.671381,77,0.539143
-572.061153,81,0.611915
-522.680656,77,0.679788
-538.67154,105,0.766342
-215.56496,67,0.820438
-396.528232,70,0.877377
-371.412206,88,0.950291
-643.362455,129,1.064173
-379.63658,71,1.122437
-456.411078,83,1.18867
-467.036273,110,1.278061
-537.107974,104,1.367513
-306.558467,72,1.423832
-709.475102,116,1.526284
-644.456029,93,1.606683
-468.69529,79,1.668753
-385.056843,90,4.747953
-411.181077,59,6.673291
-703.042263,96,9.906526
-845.490155,94,13.083033
-762.405074,88,16.334966
-597.657447,104,19.860144
-381.0301,87,22.758768
-197.278478,69,25.02606
-81.585023,75,27.588873
-36.098494,75,29.942378
-90.215749,81,32.701195
-150.450845,87,35.670403
-90.470625,70,38.083329
-116.97806,57,40.040909
-86.055465,70,42.345365
-142.457023,83,44.926069
-107.352496,64,46.908036
-73.761914,72,49.165972
-101.052271,107,52.561851
-69.965573,76,54.951694
-98.411109,77,57.3136
-116.604748,102,60.489408
-78.202671,111,64.013238
-126.564784,99,67.213745
-117.278244,74,69.646855
-73.936365,70,71.882792
-135.222777,101,75.153486
-116.615347,117,79.263065
-59.316239,113,83.453021
-80.350829,87,86.629283
-74.523531,98,89.970279
-58.632789,94,93.235763
-68.940049,122,97.36107
-76.780826,132,102.117735
-13.210108,86,104.98215
-49.906145,125,109.022
-25.347371,115,113.021611
-77.108749,88,115.897772
-14.351888,237,123.788957
-17.397758,139,128.543157
-120.616618,257,138.339337
-729.861227,722,164.849211
-299.722409,247,173.261041
-540.926094,807,203.366959
-347.110924,803,232.115084
34.75041,219,239.562043
-71.709642,378,252.61044
-413.924509,446,270.775287
-316.953968,357,285.103041
-69.193434,370,299.34206
-312.964403,435,317.031582
-310.560345,449,334.583953
-260.407146,335,347.324532
-337.099503,657,372.628846
-385.743321,403,392.370774
-195.535049,1000,431.749808
-81.859117,1000,467.576402
-95.90585,1000,509.200529
-182.119548,634,535.611204
-404.726185,519,554.661273
-534.690655,256,563.958341
-331.56975,311,574.588956
-268.172656,286,584.264368
-262.466767,300,594.50362
-307.505778,722,620.759783
-140.408242,513,641.061388
-301.270182,216,648.984616
-334.532463,563,672.810107
-350.897685,333,688.742055
-248.552867,174,695.608025
-173.808434,703,720.563362
-330.711727,250,728.318594
-29.632044,222,735.375025
-49.004158,1000,770.310447
-230.968851,317,781.644949
-212.04984,305,792.205686
1.988219,304,804.46509
-83.93183,1000,841.102641
-125.308786,1000,877.04405
-101.464661,1000,913.689821
-143.976024,1000,949.089429
-14.569458,1000,983.546611
65.789131,135,987.999775
-178.782537,144,992.822513
-34.204311,1000,1029.365094
-241.949434,237,1036.825209
-27.315583,1000,1075.708659
-106.088408,1000,1118.532731
-50.63926,1000,1158.143713
-126.374054,1000,1200.268253
-98.570705,1000,1241.86124
-44.787323,1000,1276.628746
-124.189873,1000,1311.971194
-109.881729,1000,1353.087565
-130.884029,1000,1388.832673
-71.539732,1000,1423.715751
-98.57993,1000,1461.312579
-104.951714,1000,1501.82162
-94.319519,1000,1536.625965
-115.626001,1000,1570.810165
-83.719671,1000,1601.472423
-69.289804,1000,1631.741122
-93.065791,1000,1662.393248
-86.274479,1000,1692.624469
-121.996764,1000,1722.192632
-28.834368,1000,1752.820214
-49.537492,1000,1780.647714
-77.622748,1000,1812.394571
-66.287172,1000,1843.141799
-76.53528,1000,1871.520167
-98.146167,1000,1902.20326
-79.380511,1000,1931.660447
-120.139997,1000,1964.97685
-114.114703,1000,2001.597174
-42.828444,1000,2032.573097
-83.97749,1000,2063.825941
-67.37861,1000,2094.40786
-114.559194,541,2111.092882
-103.156214,1000,2141.584515
-123.308045,1000,2171.848344
-43.787777,1000,2202.243026
-73.208374,1000,2233.984444
-83.440904,1000,2266.971842
-55.580759,1000,2298.010877
-88.146215,1000,2331.004807
-98.566319,1000,2359.081743
-69.876811,1000,2388.126644
-76.583098,1000,2424.225498
10.761674,1000,2458.732642
-141.417729,756,2480.658408
-88.028511,1000,2512.355805
-158.227223,760,2536.627123
-94.651188,539,2552.814591
-57.068149,1000,2586.600574
-79.949882,1000,2619.083382
-43.179819,1000,2650.991127
-71.16198,1000,2685.815897
-78.641883,432,2699.809595
-105.001615,1000,2731.325742
-41.861388,1000,2763.043617
-88.327318,1000,2797.235562
-98.154652,379,2809.074875
-102.574803,525,2825.714018
-63.438432,1000,2858.183485
-85.148867,320,2867.66303
-104.790351,375,2879.27075
-114.826994,439,2894.021208
-106.683876,334,2905.21777
-72.929052,283,2913.904433
-97.193661,1000,2946.85578
-85.375032,1000,2980.150604
-102.335863,1000,3014.915205
-232.878056,920,3045.835551
-79.752884,377,3057.268628
-201.831791,917,3087.740756
-114.01232,1000,3120.875115
-63.243475,1000,3153.216176
-88.077951,291,3162.1144
-167.479329,817,3188.561819
-215.984034,878,3216.838479
-109.928951,1000,3249.437964
-116.840463,1000,3280.776348
-77.251598,1000,3315.623963
-81.931227,1000,3348.637415
-93.403171,354,3359.70895
-86.874188,140,3364.076281
-66.106616,1000,3399.657768
-64.565602,1000,3432.065481
-88.220152,1000,3466.240361
-87.427445,1000,3499.018353
-160.235077,908,3529.392258
-83.816403,1000,3564.782436
-86.918292,1000,3597.787143
-83.849469,1000,3629.705929
-62.960911,1000,3664.67661
-69.734453,1000,3697.38272
-59.95907,1000,3730.026123
-56.577044,1000,3766.954815
-184.669981,829,3797.258736
-82.146148,175,3802.774065
-175.037201,675,3824.012336
-66.542359,1000,3859.371177
-90.434234,255,3867.063537
-32.639588,1000,3899.123386
-46.257227,244,3906.754147
-137.227213,639,3927.607524
-44.083199,1000,3962.310778
-113.186176,149,3966.90761
-100.10469,323,3977.019562
-35.262148,1000,4009.873748
-10.905306,1000,4043.425796
-31.774257,1000,4076.16852
-98.971284,1000,4111.267524
-133.637634,306,4120.925604
-91.878362,259,4128.786169
-124.282644,253,4137.070419
-142.102402,130,4141.280601
-53.064891,1000,4174.278957
-96.584035,1000,4208.436966
-100.619552,400,4221.889519
-150.396303,185,4227.701695
-67.199498,1000,4265.611106
-51.400923,1000,4299.742972
-218.871736,862,4326.725241
-214.38246,927,4357.689598
-131.245875,520,4374.334083
-78.340908,198,4380.505797
-35.304842,1000,4415.413148
-97.330486,193,4421.423444
-20.077766,1000,4453.405559
-57.231059,1000,4487.248903
-40.524372,1000,4521.710109
-61.426899,1000,4556.938333
-71.01043,1000,4589.142081
-58.257508,1000,4622.45054
-60.163986,1000,4655.797111
-76.201272,1000,4689.370093
-98.965018,141,4693.688862
-100.529729,187,4699.429322
-50.619578,1000,4730.023835
-99.986035,136,4733.973153
-79.963266,1000,4770.41682
-70.505064,1000,4803.598119
-99.97308,1000,4835.432966
-63.838509,1000,4873.15586
-82.081574,1000,4911.895854
-77.690862,1000,4943.929312
-86.737545,1000,4977.816928
-112.456619,120,4981.879592
-73.77679,1000,5015.567286
-61.042426,1000,5047.334078
-100.245815,1000,5080.665691
-24.566399,1000,5115.292399
-84.138171,1000,5148.896988
-74.405717,222,5155.144138
-70.885579,1000,5185.494354
-53.149072,164,5190.172714
-87.09306,1000,5219.813062
-55.812215,1000,5251.525725
-102.160859,315,5260.178857
-82.349188,145,5264.305507
-105.446209,1000,5299.214521
-115.07766,414,5311.76206
-96.620881,153,5316.093868
-65.887352,1000,5347.058771
-79.21965,1000,5378.232688
-84.145329,1000,5410.423914
-81.658932,170,5415.20366
-40.764177,1000,5446.921883
-81.845811,1000,5478.082476
-137.236162,504,5493.991697
-107.770797,520,5509.724551
-76.453407,276,5517.955569
-60.963572,1000,5553.662397
-86.432301,141,5558.967871
66.188247,1000,5594.803547
-98.139073,130,5599.642347
-23.43318,1000,5635.42086
-76.227749,217,5641.796637
-44.841277,1000,5673.122785
-30.854227,1000,5708.361432
-74.837948,1000,5740.174305
-127.25389,131,5744.042311
-75.640398,1000,5781.257349
-35.829281,1000,5816.380687
-101.203422,133,5819.548371
-87.551386,168,5824.226667
-102.6215,136,5828.113335
-110.93909,333,5838.571904
-106.078128,144,5843.432424
-123.484317,110,5847.864546
-66.276904,1000,5878.058018
-119.768954,98,5881.145361
-94.204786,1000,5923.437278
-94.823231,1000,5966.863155
-47.562829,1000,5998.281172
-112.732892,1000,6036.403701
-11.838992,1000,6071.394521
-178.567883,118,6074.8634
-37.931349,1000,6108.804576
-101.797393,916,6139.517909
-12.411376,1000,6177.350942
-55.072048,1000,6211.641253
-22.761646,1000,6244.530705
35.823913,1000,6280.467562
-110.013401,413,6299.586714
-112.936209,132,6304.226654
-156.302944,151,6308.814278
-186.970973,460,6326.547687
6.28943,1000,6366.725117
-92.484753,163,6371.306552
17.018604,1000,6406.007278
-112.862433,154,6410.334036
-103.303772,176,6417.670485
-16.655798,1000,6462.490306
-62.556135,1000,6509.04631
-134.674697,150,6515.66856
-147.222496,154,6523.293337
-107.894822,400,6542.033458
49.115419,1000,6586.631286
-139.473394,124,6592.567449
-49.674068,1000,6644.562835
-49.778843,1000,6692.767523
17.537452,1000,6727.158819
-31.763776,1000,6754.598844
-133.98967,143,6758.454277
-42.164145,1000,6782.699472
-51.313247,1000,6808.009651
-127.74168,200,6812.310074
-31.013126,1000,6837.403603
-192.968133,376,6845.739857
-82.585137,1000,6872.055787
-64.679656,1000,6901.874534
-75.852299,1000,6926.474965
179.478604,832,6952.657912
29.837998,1000,6978.702578
-110.104281,129,6981.42584
-110.363528,129,6985.432666
13.144434,1000,7010.189595
-33.612485,1000,7038.407995
156.271773,994,7071.380267
-48.183363,659,7087.514395
-28.624362,1000,7116.710117
49.93645,1000,7152.061692
231.435719,806,7175.138029
26.423543,1000,7204.761534
28.673014,1000,7233.017725
-66.154403,141,7236.447508
212.860606,720,7257.329047
25.392588,1000,7284.342472
107.318258,950,7310.258176
195.23657,652,7328.722752
-21.179898,157,7332.744709
-62.514463,165,7336.967585
-48.847369,137,7340.242979
135.130588,944,7366.525144
247.353857,449,7378.235803
88.316365,1000,7408.258438
-36.811952,146,7412.322289
152.902802,851,7439.037591
49.440672,1000,7467.948439
-62.859376,166,7472.208946
172.166245,737,7492.055044
176.215776,1000,7518.990895
269.996983,417,7530.483802
174.503752,892,7556.109237
-81.286089,186,7561.087862
-18.599563,1000,7588.577349
193.117322,815,7613.838791
29.784994,1000,7651.262713
113.514103,1000,7685.738482
-16.005433,1000,7711.942724
156.133387,936,7738.937448
246.666536,817,7758.822967
11.926427,1000,7784.542267
-94.480423,220,7791.196897
216.725729,703,7809.896546
236.506855,569,7824.616893
-55.062445,191,7829.497375
57.422187,1000,7858.887205
211.129506,735,7885.712654
204.019012,710,7913.500207
111.894453,1000,7946.438944
67.427267,1000,7979.758445
245.29344,617,8001.744811
49.893679,1000,8033.336909
137.575385,1000,8059.272088
158.770045,954,8084.55385
234.545646,489,8095.244483
-0.61143,268,8100.802921
255.826583,625,8117.373525
55.575053,1000,8143.976335
60.751488,1000,8168.257035
-84.153148,122,8171.086128
-45.219446,1000,8198.10767
-64.20075,1000,8224.168993
-32.570934,118,8227.902392
-69.566196,155,8232.225211
-51.30752,123,8234.867094
13.393521,1000,8269.409087
-40.240701,1000,8295.934676
-32.496225,1000,8321.656812
-77.438932,163,8325.025534
200.832615,830,8344.970433
-6.941084,1000,8370.054571
-12.716766,1000,8404.727155
-26.877145,1000,8438.557835
86.154955,1000,8473.764127
-12.205248,1000,8508.017255
-8.203146,1000,8538.820202
-44.778428,426,8551.541971
-61.571525,1000,8587.128075
-83.679203,155,8593.239682
-41.647266,1000,8631.10407
-28.910648,1000,8664.223064
-18.184554,1000,8699.130656
-31.502781,425,8720.291422
-45.417944,1000,8769.665987
263.714705,658,8793.848828
-20.090343,1000,8829.68447
228.636109,425,8845.262976
123.329225,934,8877.077226
113.816915,914,8910.502022
228.481835,785,8944.454537
194.000525,737,8975.880402
57.487854,1000,9010.459358
154.307236,861,9041.61665
1.202354,1000,9077.152334
131.684253,773,9103.084721
143.070428,961,9138.24262
34.728178,1000,9177.678515
18.390346,1000,9222.514933
130.903072,734,9255.761778
-7.245029,172,9260.84785
191.346107,898,9291.869342
-40.054905,119,9295.62572
183.722984,782,9322.364508
41.29564,1000,9353.802386
78.463503,1000,9389.14446
-81.648163,125,9393.028905
134.945233,799,9419.993695
265.548095,439,9434.657121
57.490613,1000,9475.264717
-301.822804,892,9513.207927
53.590234,1000,9546.951175
110.35859,1000,9583.173684
114.911737,1000,9617.55202
-107.076399,138,9622.381296
-111.334538,125,9626.370054
-86.107539,139,9630.687572
-101.927798,140,9634.713046
101.8497,1000,9668.779541
100.364655,1000,9701.694632
173.37004,896,9731.42656
-186.794373,956,9762.612363
159.382056,847,9791.110433
