#{"t_start": 1573995991.967251, "env_id": "BipedalWalker-v2"}
r,l,t
-100.244935,72,4973.639783
-98.504302,62,4975.056145
-96.957829,93,4977.026964
-98.072197,136,4980.055026
-121.756499,108,4982.377364
-114.677879,82,4984.103685
-105.355575,65,4985.586232
-96.599674,142,4988.605452
-100.905564,71,4990.241905
-96.318018,100,4992.383467
-118.887323,82,4994.130525
-102.516095,77,4995.877052
-129.057338,202,5000.327105
-96.901399,201,5004.89644
-101.124396,82,5006.780082
-116.152392,74,5008.617198
-60.105242,1600,5043.823997
-45.086454,1600,5078.794298
-101.037317,139,5081.830695
-101.794071,73,5083.425001
-105.27293,66,5084.898436
-98.558669,71,5086.426133
-103.550599,130,5089.334489
-100.826544,80,5091.039538
-117.353211,452,5100.930668
-98.73312,81,5102.727165
-103.275563,132,5105.611901
-97.775423,90,5107.533496
-109.417722,110,5109.997231
-104.171292,66,5111.392826
-117.22454,499,5122.311157
-103.312906,70,5123.84582
-111.870183,70,5125.381092
-103.194593,88,5127.270488
-58.199672,1600,5162.282757
-97.512664,263,5168.003987
-115.374529,134,5171.042297
-123.488504,92,5173.01696
-127.236264,740,5189.315093
-117.795712,385,5197.707947
-55.899977,1600,5232.63745
-96.016317,210,5237.211407
-101.381503,72,5238.803372
-102.98121,100,5240.978514
-142.834322,514,5252.183126
-39.71107,1600,5287.106638
-108.540163,59,5288.421057
-106.357056,128,5291.242751
-113.775712,70,5292.809704
-119.195496,526,5304.390448
-124.101942,841,5323.826694
-156.178497,1565,5361.106016
-131.277449,164,5365.891889
-80.253827,1600,5406.637331
-107.029812,105,5409.438738
-108.381121,235,5416.049872
-107.138893,96,5418.453482
-46.126993,1600,5455.938022
-52.638259,1600,5490.981299
-59.774501,1600,5526.268879
-107.006855,159,5529.765958
-100.449138,108,5532.106355
-58.376631,1600,5567.160323
-51.220506,1600,5602.158417
-99.560738,97,5604.244847
-101.041871,68,5605.749596
-61.62745,1600,5640.890241
-103.348166,66,5642.304844
-84.243038,1600,5677.320574
-103.867595,56,5678.568741
-76.868756,1600,5713.418941
-103.536602,76,5715.109165
-77.310627,1600,5750.365307
-79.048001,1600,5785.606078
-105.301854,49,5786.718104
-122.390506,101,5788.867994
-109.438841,58,5790.172934
-109.921341,86,5792.049757
-80.966675,1600,5826.865816
-79.832472,1600,5872.205847
-106.658492,42,5873.107814
-123.479161,68,5874.776703
-84.894793,1600,5912.435768
-77.977519,1600,5950.512968
-64.132422,1600,5989.669483
-122.840801,87,5991.680512
-126.522058,81,5993.773399
-115.443648,73,5995.638673
-104.260388,119,5998.683178
-73.157743,1600,6035.570224
-103.694484,97,6037.653571
-107.201759,84,6039.592985
-117.563142,60,6040.906593
-115.638013,61,6042.228273
-108.205885,188,6046.431883
-98.69846,71,6047.969106
-126.38787,75,6049.712851
-67.057086,1600,6086.042896
-116.626841,649,6100.675281
-114.308974,67,6102.199262
-99.211807,89,6104.170694
-101.856335,82,6105.951157
-99.340617,90,6108.016701
-99.682168,64,6109.486522
-49.949506,1600,6146.558848
-98.259684,68,6148.377722
-97.183858,101,6150.648818
-116.622266,85,6152.856689
-106.982372,76,6155.019819
-126.602359,103,6157.441645
-103.661639,54,6158.808082
-41.833397,1600,6196.966304
-107.039489,78,6198.96478
-118.340019,92,6201.133014
-125.787943,74,6203.060941
-99.00552,82,6205.14212
-102.08856,87,6207.251231
-98.784944,83,6209.559227
-116.691938,75,6211.689408
-102.135549,71,6213.669861
-104.592599,80,6215.820673
-101.574379,63,6217.419254
-106.153986,91,6219.947456
-113.733245,47,6221.125216
-102.255517,81,6223.286972
-127.337743,146,6227.118227
-118.465266,81,6229.402325
-102.024706,67,6230.997462
-103.800698,53,6232.201205
-115.110296,69,6233.964321
-123.046976,117,6237.067595
-100.843303,58,6238.541852
-104.292835,62,6239.945898
-106.107999,59,6241.328388
-125.878605,101,6243.711927
-105.101811,98,6246.045752
-122.033255,89,6248.034314
-123.063621,60,6249.409545
-104.30045,65,6250.967898
-101.982392,68,6252.569587
-101.174119,61,6254.11526
-100.632647,97,6256.43164
-107.325483,66,6257.987432
-100.37294,85,6259.892881
-114.508596,71,6261.486888
