#{"t_start": 1573855224.466547, "env_id": "BipedalWalker-v2"}
r,l,t
-79.823853,1600,1.63648
-70.729383,1600,45.880103
-110.268375,160,50.402221
-62.690013,1600,92.321031
-49.430089,1600,131.071323
-56.182877,1600,168.777902
-55.639321,1600,206.276569
-54.080389,1600,243.659551
-65.509332,1600,280.754611
-117.180538,77,282.569357
-55.854654,1600,320.293411
-56.755142,1600,357.692524
-102.156131,72,359.390371
-52.996851,1600,396.291722
-106.735999,62,397.770132
-61.391596,1600,435.230028
-61.441009,1600,472.523561
-104.156803,171,476.54686
-112.825037,65,478.049632
-121.218328,146,481.451894
-120.59186,94,483.663851
-55.859572,1600,521.099793
-68.155691,1600,558.449794
-69.053561,1600,595.761359
-108.369046,59,597.116859
-57.996836,1600,634.33656
-64.120801,1600,671.730729
-105.798316,567,684.869098
-46.097967,1600,722.042788
-31.581681,1600,759.152673
-49.289979,1600,796.275552
-39.749794,1600,833.313239
-109.540416,109,835.832261
-43.801264,1600,874.783212
-69.78399,1600,912.471016
-102.431846,74,914.184008
-119.720321,112,916.755072
-100.618959,148,920.206722
-154.111485,913,941.528251
-98.052436,81,943.415741
-103.471294,437,953.598828
-116.961485,106,956.043458
-104.419946,322,963.476464
-114.259024,155,967.097584
-108.849739,88,969.125108
-114.211747,92,971.281587
-104.540424,81,973.203327
-103.260933,80,975.04385
-104.362637,66,976.563894
-102.642726,101,978.890372
-106.216685,84,980.816707
-109.119813,740,997.828819
-109.250817,216,1002.803537
-103.284574,333,1010.446473
-106.301735,176,1014.544755
-102.672489,82,1016.427047
-104.743574,76,1018.202257
-99.658731,476,1029.265466
-126.245682,164,1033.05934
-102.798229,76,1034.819091
-101.265555,138,1038.033326
-108.406501,95,1040.264091
-108.983448,211,1045.18708
-100.895734,107,1047.670718
-115.627703,447,1058.207966
-34.091893,1600,1095.623517
-39.68802,1600,1133.144549
-108.726629,635,1147.920752
-126.966547,1456,1181.921791
-23.280185,1600,1219.142819
-33.116003,1600,1256.405045
-103.889331,179,1260.538492
-112.295512,53,1261.760143
-100.042298,67,1263.341009
-101.490943,103,1265.75994
-104.631504,682,1281.72401
-117.322311,73,1283.452114
-21.821811,1600,1320.958567
-118.340575,1000,1344.435988
-18.749563,1600,1381.889479
-28.936995,1600,1419.043606
-126.885013,504,1430.744282
-107.846276,182,1434.974951
-103.795018,118,1437.699342
-96.892579,273,1444.02314
-104.321192,596,1457.850288
-110.143775,674,1473.513681
-100.823902,65,1475.061668
-103.876037,163,1478.881422
-103.50299,75,1480.620594
-102.46866,73,1482.313624
-111.088153,75,1484.105958
-103.450625,821,1503.164049
-102.164415,189,1507.617142
-114.686364,73,1509.301235
-98.136626,71,1510.936583
-108.68972,339,1518.734992
-100.260892,89,1520.795989
-103.453647,157,1524.40885
-97.492458,132,1527.468492
-112.595398,96,1529.717179
-120.120668,103,1532.073771
-103.439107,163,1535.828405
-100.266599,82,1537.734483
-101.23746,342,1545.669933
-104.350837,284,1552.28754
-103.864095,122,1555.101759
-100.296636,133,1558.173989
-100.35751,59,1559.553202
-100.350431,65,1561.066912
-111.418937,723,1578.117412
-122.214127,91,1580.218268
-108.139021,255,1586.127516
-104.559307,401,1595.50961
-56.786393,1600,1632.615967
-32.702801,1600,1669.775973
-49.361855,1600,1706.906458
-114.44195,84,1708.840791
-115.407773,223,1714.03685
-64.192177,1600,1751.017058
-98.165966,99,1753.279501
-126.115024,590,1766.84314
-110.009473,56,1768.128631
-23.358733,1600,1805.348689
-108.358781,49,1806.517182
-107.535802,92,1808.694499
-129.640524,1317,1839.335877
-118.428667,64,1840.828706
-119.479675,74,1842.584607
-102.048326,130,1845.583962
-108.194265,375,1854.245076
-116.133192,94,1856.432451
-115.853163,70,1858.058541
-99.605797,236,1863.519743
-108.61395,73,1865.262392
-118.563795,68,1866.837317
-104.4069,184,1871.20145
-110.286807,65,1872.711975
-96.629217,113,1875.417116
-108.222936,99,1877.713782
-96.31911,89,1879.789655
-99.62729,134,1882.882888
-107.422228,55,1884.186396
-115.687396,66,1885.704683
-114.364475,399,1894.911396
-123.865452,124,1897.787154
-100.406619,81,1899.66343
-115.103207,383,1908.521642
-104.261336,58,1909.877638
-28.584624,1600,1946.934666
-149.415778,1168,1974.217919
-130.007224,600,1988.16012
-156.647841,650,2003.274296
-115.968381,64,2004.762831
-129.782372,158,2008.418176
-115.598192,73,2010.110416
-112.672117,119,2012.837
-123.928247,270,2019.108666
-99.703598,84,2021.086798
-103.157882,69,2022.680079
-119.253636,430,2032.662843
-113.414798,84,2034.591209
-127.113242,587,2048.138842
-127.355802,743,2065.476106
-106.528801,78,2067.302917
-110.256999,61,2068.70358
-105.896079,55,2070.027026
-114.777538,94,2072.260456
-106.264843,105,2074.782345
-125.237601,775,2093.046286
-114.409705,297,2099.963893
-122.57335,454,2110.575207
-107.322961,751,2128.251874
-135.218258,478,2139.430268
-132.249816,779,2157.731291
-105.698454,545,2170.512191
-105.856845,708,2187.062644
-113.963579,648,2202.21605
-116.964619,581,2215.759233
-113.899324,69,2217.395178
